2023-07-27 01:42:52,080 INFO    StreamThr :3745 [internal.py:wandb_internal():86] W&B internal server running at pid: 3745, started at: 2023-07-27 01:42:52.079735
2023-07-27 01:42:52,084 DEBUG   HandlerThread:3745 [handler.py:handle_request():144] handle_request: status
2023-07-27 01:42:52,085 INFO    WriterThread:3745 [datastore.py:open_for_write():85] open: /root/autodl-tmp/msc_ml/msc_ml/wandb/run-20230727_014252-apeg4oj0/run-apeg4oj0.wandb
2023-07-27 01:42:52,085 DEBUG   SenderThread:3745 [sender.py:send():375] send: header
2023-07-27 01:42:52,382 DEBUG   SenderThread:3745 [sender.py:send():375] send: run
2023-07-27 01:42:53,194 DEBUG   HandlerThread:3745 [handler.py:handle_request():144] handle_request: check_version
2023-07-27 01:42:53,195 INFO    SenderThread:3745 [dir_watcher.py:__init__():219] watching files in: /root/autodl-tmp/msc_ml/msc_ml/wandb/run-20230727_014252-apeg4oj0/files
2023-07-27 01:42:53,196 INFO    SenderThread:3745 [sender.py:_start_run_threads():1124] run started: apeg4oj0 with start time 1690393372.07904
2023-07-27 01:42:53,196 DEBUG   SenderThread:3745 [sender.py:send_request():402] send_request: summary_record
2023-07-27 01:42:53,196 INFO    SenderThread:3745 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-07-27 01:42:53,196 DEBUG   SenderThread:3745 [sender.py:send_request():402] send_request: check_version
2023-07-27 01:42:53,571 DEBUG   HandlerThread:3745 [handler.py:handle_request():144] handle_request: run_start
2023-07-27 01:42:53,580 DEBUG   HandlerThread:3745 [system_info.py:__init__():31] System info init
2023-07-27 01:42:53,580 DEBUG   HandlerThread:3745 [system_info.py:__init__():46] System info init done
2023-07-27 01:42:53,580 INFO    HandlerThread:3745 [system_monitor.py:start():181] Starting system monitor
2023-07-27 01:42:53,581 INFO    SystemMonitor:3745 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-27 01:42:53,581 INFO    HandlerThread:3745 [system_monitor.py:probe():201] Collecting system info
2023-07-27 01:42:53,582 INFO    SystemMonitor:3745 [interfaces.py:start():190] Started cpu monitoring
2023-07-27 01:42:53,583 INFO    SystemMonitor:3745 [interfaces.py:start():190] Started disk monitoring
2023-07-27 01:42:53,583 INFO    SystemMonitor:3745 [interfaces.py:start():190] Started gpu monitoring
2023-07-27 01:42:53,584 INFO    SystemMonitor:3745 [interfaces.py:start():190] Started memory monitoring
2023-07-27 01:42:53,587 INFO    SystemMonitor:3745 [interfaces.py:start():190] Started network monitoring
2023-07-27 01:42:53,596 DEBUG   HandlerThread:3745 [system_info.py:probe():195] Probing system
